event_id,vessel_id1,vessel_id2,event_time,lat,lon,distance_nm,time_gap_sec,risk_level
37,631,632,2023-02-15 01:50:34.999,38.16963195800781,24.71617889404297,0.717,478,Very Low
38,641,642,2023-02-15 01:20:56.001,37.53434753417969,24.09579467773437,0.332,78,Medium
39,651,652,2023-02-15 03:26:15.890,37.5379524230957,24.084396362304688,0.591,208,Low
40,661,662,2023-02-15 05:29:26.778,37.54563522338867,24.06025123596192,0.082,1,High
41,671,672,2023-02-15 08:35:56.862,37.61711502075195,23.83440017700196,4.851,390,Very Low
42,681,682,2023-02-15 08:20:03.797,37.50934600830078,24.40196418762207,4.823,876,Very Low
43,691,692,2023-02-15 07:39:55.865,37.29037857055664,24.92874336242676,4.048,117,Very Low
44,721,722,2023-02-15 16:07:48.153,37.50934600830078,24.40196418762207,0.444,140,Low
45,741,742,2023-02-15 17:45:55.788,37.29005432128906,24.913633346557617,1.519,277,Low
46,751,752,2023-02-16 00:04:23.151,37.586158752441406,23.93433952331543,2.254,77,Very Low
47,761,762,2023-02-15 23:30:54.747,38.238548278808594,24.764514923095703,3.921,1218,Very Low
48,771,772,2023-02-16 00:59:22.947,38.30096435546875,24.797304153442383,1.923,657,Very Low
49,791,792,2023-02-16 03:29:05.638,37.70759963989258,25.83443260192871,0.136,4,High
50,801,802,2023-02-16 05:33:35.023,37.72119903564453,25.830549240112305,0.075,25,High
51,811,812,2023-02-16 08:00:47.218,37.79268264770508,25.80769920349121,1.853,326,Very Low
52,831,832,2023-02-16 19:46:16.474,37.69877624511719,26.529598236083984,0.361,30,High
53,871,872,2023-02-16 20:36:42.176,37.33848571777344,23.9187126159668,2.44,265,Very Low
54,881,882,2023-02-16 23:55:49.175,37.595359802246094,23.78542900085449,3.939,300,Very Low
55,931,932,2023-02-17 22:25:38.022,37.32802200317383,26.134904861450195,0.068,7,High
56,951,952,2023-02-18 02:45:27.576,37.75404739379883,26.49934768676757,1.492,142,Low
57,961,962,2023-02-18 04:24:58.271,37.81704330444336,25.840007781982425,0.702,104,Medium
58,971,972,2023-02-18 05:28:51.474,37.97676849365234,25.79582405090332,0.446,129,Low
59,981,982,2023-02-18 08:10:26.660,37.85603332519531,25.828197479248047,1.368,83,Low
60,1001,1002,2023-02-17 21:01:56.887,37.8864860534668,25.81682014465332,1.149,176,Low
61,1011,1012,2023-02-18 07:30:28.466,37.000118255615234,26.17985916137696,0.421,160,Low
62,1021,1022,2023-02-18 12:47:59.852,37.38813781738281,25.726205825805664,1.961,312,Very Low
63,1031,1032,2023-02-18 11:17:23.385,36.97748565673828,26.205604553222656,0.031,15,High
64,1051,1052,2023-02-18 15:14:42.357,37.7274284362793,24.29169464111328,1.043,113,Low
65,1071,1072,2023-02-18 17:55:17.075,37.58905029296875,24.066112518310547,1.97,278,Low
66,1091,1092,2023-02-18 23:39:06.121,37.77830505371094,24.34784698486328,0.722,207,Low
67,1101,1102,2023-02-18 23:07:22.617,37.60195541381836,23.89787673950196,0.13,55,High
68,1111,1112,2023-02-19 01:23:44.469,37.60167694091797,23.90314102172852,2.386,956,Very Low
69,1121,1122,2023-02-19 06:57:36.907,37.87313461303711,24.546062469482425,2.561,1168,Very Low
70,1141,1142,2023-02-19 07:06:22.509,37.60348129272461,23.86973571777344,0.809,424,Very Low
71,1151,1152,2023-02-19 10:44:53.975,37.664588928222656,24.22600555419922,0.106,35,High
72,1161,1162,2023-02-19 15:05:05.352,37.87313461303711,24.546062469482425,3.923,1617,Very Low
73,1181,1182,2023-02-19 15:01:38.544,37.60348129272461,23.86973571777344,0.478,140,Low
74,1211,1212,2023-02-20 05:41:31.265,37.41899871826172,25.927165985107425,1.054,29,Low
75,1221,1222,2023-02-20 08:08:17.256,37.48099899291992,25.89200019836425,0.132,86,Medium
76,1241,1242,2023-02-19 21:40:51.594,37.59675979614258,25.853370666503903,0.332,66,Medium
77,1251,1252,2023-02-19 23:53:27.880,37.6491813659668,25.82612419128418,0.411,84,Medium
78,1261,1262,2023-02-20 01:54:32.871,37.6491813659668,25.82612419128418,0.948,149,Low
79,1271,1272,2023-02-20 04:22:33.923,37.76723861694336,25.76443862915039,0.644,102,Medium
80,1281,1282,2023-02-20 05:28:09.190,37.53653335571289,25.885900497436523,0.903,167,Low
81,1301,1302,2023-02-20 11:36:55.703,36.972198486328125,26.21367645263672,1.282,390,Very Low
82,1311,1312,2023-02-20 13:30:01.873,36.98975372314453,26.202512741088867,1.738,355,Very Low
83,1331,1332,2023-02-21 05:11:41.916,38.22256851196289,25.70335578918457,4.4,64,Very Low
84,1341,1342,2023-02-21 02:59:30.391,37.47695159912109,25.86829948425293,0.08,10,High
85,1351,1352,2023-02-21 04:07:41.906,37.643516540527344,25.814367294311523,1.421,371,Very Low
86,1361,1362,2023-02-21 03:25:51.259,38.12779998779297,25.76591682434082,0.013,2,High
87,1371,1372,2023-02-21 12:00:51.575,36.98058319091797,26.201566696166992,0.268,92,Medium
88,1391,1392,2023-02-21 10:58:40.192,37.8331184387207,25.795284271240234,0.218,10,High
89,1401,1402,2023-02-21 11:39:04.574,38.092315673828125,25.767650604248047,0.473,135,Low
90,1411,1412,2023-02-21 13:21:12.536,38.14765167236328,25.76474952697754,0.882,93,Medium
91,1421,1422,2023-02-21 21:58:49.522,36.98653411865234,26.197633743286133,0.322,99,Medium
92,1431,1432,2023-02-21 21:14:30.854,37.44746780395508,25.905134201049805,1.024,90,Low
93,1441,1442,2023-02-21 21:48:07.951,37.687984466552734,25.80913352966309,0.64,78,Medium
94,1451,1452,2023-02-22 04:03:42.140,36.98058319091797,26.201566696166992,0.769,262,Low
95,1461,1462,2023-02-21 17:38:53.419,37.93513488769531,24.58518409729004,0.729,140,Low
96,1471,1472,2023-02-21 19:52:03.641,37.88919448852539,24.554805755615234,1.299,90,Low
97,1481,1482,2023-02-21 23:38:57.281,37.64813995361328,24.20479202270508,1.805,355,Very Low
98,1491,1492,2023-02-22 00:55:54.779,37.73828125,24.328144073486328,4.613,21,Very Low
99,1501,1502,2023-02-22 04:12:49.452,37.544464111328125,24.143898010253903,1.416,357,Very Low
100,1511,1512,2023-02-22 07:35:43.384,37.29396057128906,23.93350601196289,0.572,10,Medium
101,1521,1522,2023-02-22 07:34:45.879,37.64813995361328,24.20479202270508,0.37,103,Medium
102,1531,1532,2023-02-22 09:50:16.953,37.44921875,25.85505485534668,3.987,69,Very Low
103,1541,1542,2023-02-22 12:00:05.039,37.433555603027344,25.886043548583984,1.101,67,Low
104,1551,1552,2023-02-22 13:21:28.192,37.50150680541992,25.75247001647949,1.183,289,Low
105,1561,1562,2023-02-22 16:10:37.985,37.41747283935547,25.9168758392334,1.266,120,Low
106,1571,1572,2023-02-22 19:36:54.524,37.26605987548828,26.21089172363281,1.721,186,Low
107,1581,1582,2023-02-22 17:08:25.554,37.89355850219727,25.62385368347168,0.455,66,Medium
108,1591,1592,2023-02-22 22:09:08.841,37.41747283935547,25.9168758392334,1.617,30,Low
109,1611,1612,2023-02-23 02:26:38.292,37.393672943115234,25.962615966796875,0.624,239,Low
110,1631,1632,2023-02-23 17:49:42.001,37.22982025146485,23.912145614624023,6.864,365,Very Low
111,1651,1652,2023-02-23 21:24:42.374,37.15330123901367,23.952272415161133,0.312,41,High
112,1661,1662,2023-02-23 22:26:04.588,36.94035339355469,24.09418487548828,2.299,9,Very Low
113,1671,1672,2023-02-24 01:45:43.827,37.22982025146485,23.912145614624023,1.014,127,Low
114,1681,1682,2023-02-23 19:46:29.788,37.29403305053711,25.989856719970703,0.636,166,Low
115,1691,1692,2023-02-23 22:25:24.707,37.42900848388672,25.90275955200196,1.074,257,Low
116,1711,1712,2023-02-24 03:13:17.106,37.618408203125,25.856430053710938,0.609,120,Low
117,1721,1722,2023-02-24 06:20:12.345,37.86798095703125,25.820140838623047,2.269,290,Very Low
118,1731,1732,2023-02-24 04:07:37.233,36.95586013793945,26.224327087402344,0.553,84,Medium
119,1741,1742,2023-02-24 08:51:18.386,37.50049209594727,25.868133544921875,2.32,634,Very Low
120,1751,1752,2023-02-24 08:04:04.524,36.93600845336914,26.240079879760746,2.513,224,Very Low
121,1761,1762,2023-02-24 10:00:41.814,36.93600845336914,26.240079879760746,3.25,21,Very Low
122,1771,1772,2023-02-24 14:14:45.568,37.39845657348633,25.92103576660156,2.256,116,Very Low
123,1791,1792,2023-02-24 22:20:42.094,37.23540496826172,23.885263442993164,1.331,82,Low
124,1801,1802,2023-02-24 15:45:25.470,37.37366485595703,25.94099998474121,0.581,204,Low
125,1811,1812,2023-02-24 17:46:11.656,37.37366485595703,25.94099998474121,0.727,250,Low
126,1821,1822,2023-02-24 19:38:35.182,37.34966659545898,25.98733329772949,1.65,589,Very Low
127,1831,1832,2023-02-24 21:37:39.858,37.34966659545898,25.98733329772949,1.546,534,Very Low
128,1841,1842,2023-02-24 23:34:03.816,37.34966659545898,25.98733329772949,1.236,318,Very Low
129,1851,1852,2023-02-25 01:12:05.403,37.3129997253418,26.076499938964844,1.447,444,Very Low
130,1861,1862,2023-02-25 03:44:08.715,37.37366485595703,25.94099998474121,0.353,127,Low
131,1871,1872,2023-02-25 05:27:17.342,37.55425643920898,24.09488105773925,0.502,16,Medium
132,1881,1882,2023-02-25 07:23:40.023,37.5537338256836,24.0803451538086,0.068,18,High
133,1891,1892,2023-02-25 09:18:01.627,37.55337142944336,24.057313919067383,0.799,30,Medium
134,1901,1902,2023-02-25 14:15:34.189,37.8708381652832,24.52722930908203,0.467,54,High
135,1911,1912,2023-02-25 14:51:04.389,37.71259307861328,24.30757713317871,0.47,123,Low
136,1921,1922,2023-02-25 18:59:29.985,37.94913864135742,24.61800765991211,0.24,139,Low
137,1931,1932,2023-02-25 17:11:26.650,37.55289459228516,24.02376365661621,0.986,146,Low
138,1941,1942,2023-02-25 18:15:57.333,37.55146789550781,23.782207489013672,1.257,423,Very Low
139,1951,1952,2023-02-26 00:06:05.812,37.85408020019531,24.50442314147949,0.142,54,High
140,1971,1972,2023-02-26 04:31:02.932,37.88779830932617,24.548730850219727,2.001,412,Very Low
141,1981,1982,2023-02-26 06:00:55.478,37.68902969360352,24.193159103393555,0.998,234,Low
142,1991,1992,2023-02-26 08:04:54.771,37.68902969360352,24.193159103393555,2.569,474,Very Low
143,2001,2002,2023-02-26 10:31:51.491,37.5861930847168,24.121076583862305,1.163,92,Low
144,2011,2012,2023-02-26 10:15:09.350,38.02277374267578,24.14143943786621,1.414,159,Low
145,2021,2022,2023-02-26 10:59:47.303,38.26754379272461,24.028602600097656,2.892,837,Very Low
146,2041,2042,2023-02-26 16:09:21.806,38.03451156616211,24.135251998901367,0.195,42,High
147,2051,2052,2023-02-26 20:18:08.761,37.625938415527344,24.14868927001953,0.722,29,Medium
148,2061,2062,2023-02-26 22:15:54.086,37.63669967651367,24.156362533569336,0.75,103,Medium
149,2071,2072,2023-02-27 00:46:27.137,37.55023956298828,24.093765258789062,0.861,246,Low
150,2081,2082,2023-02-27 02:27:46.800,37.60539245605469,24.13549995422364,1.58,226,Low
151,2091,2092,2023-02-27 04:40:28.929,37.56133270263672,24.101606369018555,0.532,109,Medium
152,2101,2102,2023-02-27 08:54:20.338,37.49134063720703,24.14680290222168,1.511,552,Very Low
153,2121,2122,2023-02-27 08:16:28.193,37.11101531982422,23.96091651916504,0.724,57,Medium
154,2131,2132,2023-02-27 16:35:49.313,37.64567184448242,24.149629592895508,0.22,66,Medium
155,2141,2142,2023-02-27 18:06:14.354,37.61642074584961,24.06746482849121,1.086,499,Very Low
156,2161,2162,2023-02-27 22:47:07.851,37.65822219848633,24.16993522644043,0.236,132,Low
157,2171,2172,2023-02-27 20:58:56.979,37.0857048034668,23.978500366210938,0.305,39,High
158,2181,2182,2023-02-27 18:38:14.900,37.70502853393555,25.85305404663086,1.65,293,Low
159,2191,2192,2023-02-27 20:13:41.915,37.82167434692383,25.821632385253903,2.376,247,Very Low
160,2201,2202,2023-02-27 22:42:39.513,37.70502853393555,25.85305404663086,3.2,557,Very Low
161,2211,2212,2023-02-28 00:56:05.557,37.61777877807617,25.78799629211425,1.18,211,Low
162,2221,2222,2023-02-28 02:03:59.928,37.85142517089844,25.80261611938477,5.811,38,Very Low
163,2231,2232,2023-02-28 03:53:49.239,37.91228103637695,25.763378143310547,1.828,189,Low
164,2241,2242,2023-02-28 06:20:48.758,37.78561401367188,25.84420585632324,1.226,224,Low
165,2251,2252,2023-02-28 08:41:47.865,37.70502853393555,25.85305404663086,3.584,506,Very Low
166,2261,2262,2023-02-28 09:54:07.174,37.91228103637695,25.763378143310547,1.982,207,Low
167,2271,2272,2023-02-28 12:07:29.683,37.83180236816406,25.815185546875,2.96,1,Very Low
168,2281,2282,2023-02-28 18:18:39.843,37.4733772277832,24.00712776184082,0.612,70,Medium
169,2291,2292,2023-02-28 20:16:24.143,37.4797477722168,23.99709129333496,0.629,114,Medium
170,2301,2302,2023-02-28 23:08:59.269,37.3725814819336,24.16791725158692,1.42,59,Low
171,2311,2312,2023-03-01 00:33:14.842,37.44148635864258,24.05448341369629,0.366,45,High
172,2331,2332,2023-03-01 04:46:38.131,37.44148635864258,24.05448341369629,2.693,849,Very Low
173,2411,2412,2023-03-01 15:41:03.752,37.53934860229492,24.39608383178711,1.82,84,Low
174,2421,2422,2023-03-01 18:38:02.588,37.391849517822266,24.2547664642334,3.599,513,Very Low
175,2431,2432,2023-03-02 09:38:17.514,37.45846176147461,25.979854583740234,0.245,94,Medium
176,2451,2452,2023-03-02 00:12:51.982,37.25518798828125,23.94042587280273,2.501,528,Very Low
177,2461,2462,2023-03-02 01:15:28.214,37.83523178100586,25.8005313873291,0.219,6,High
178,2471,2472,2023-03-02 04:04:25.652,37.9874267578125,25.755083084106445,0.217,64,Medium
179,2481,2482,2023-03-02 05:23:50.767,37.861141204833984,25.79481506347656,1.585,28,Low
180,2491,2492,2023-03-02 07:19:11.954,37.84014892578125,25.79945373535156,3.233,140,Very Low
181,2541,2542,2023-03-03 01:03:53.703,37.570411682128906,24.05199432373047,0.514,86,Medium
182,2551,2552,2023-03-03 03:00:13.823,37.5801010131836,24.05985450744629,0.522,77,Medium
183,2591,2592,2023-03-03 11:06:58.680,37.56398010253906,24.0471305847168,0.789,132,Low
184,2601,2602,2023-03-03 12:55:25.384,37.59160614013672,24.06911849975586,0.21,40,High
185,2611,2612,2023-03-03 15:04:08.565,37.570411682128906,24.05199432373047,1.708,101,Low
186,2631,2632,2023-03-03 19:28:28.478,37.51344299316406,24.013166427612305,2.16,322,Very Low
187,2661,2662,2023-03-03 17:58:01.784,37.16709518432617,23.94198608398437,0.664,170,Low
188,2711,2712,2023-03-04 04:05:26.678,37.16709518432617,23.94198608398437,3.481,615,Very Low
189,2721,2722,2023-03-04 06:15:53.117,37.09872817993164,23.97751235961914,0.782,51,Medium
190,2731,2732,2023-03-04 07:39:42.140,37.22056579589844,23.913951873779297,0.033,1,High
191,2741,2742,2023-03-04 15:48:51.148,36.7081184387207,24.755491256713867,3.108,573,Very Low
192,2761,2762,2023-03-04 19:02:01.395,37.503662109375,24.35984230041504,1.764,351,Very Low
193,2771,2772,2023-03-04 22:05:13.878,37.779396057128906,24.555561065673828,0.296,51,High
194,2781,2782,2023-03-04 22:39:14.804,37.40729141235352,24.2751579284668,8.608,497,Very Low
195,2801,2802,2023-03-05 02:48:36.649,37.46516036987305,24.32655906677246,4.15,152,Very Low
196,2821,2822,2023-03-05 15:50:36.443,37.38772964477539,26.02667236328125,0.445,171,Low
197,2831,2832,2023-03-05 17:51:19.302,37.38772964477539,26.02667236328125,1.0,214,Low
198,2841,2842,2023-03-05 19:09:19.267,37.309078216552734,26.163604736328125,0.529,203,Low
199,2861,2862,2023-03-05 19:43:10.927,38.2442741394043,24.77033042907715,0.44,79,Medium
200,2881,2882,2023-03-05 19:11:05.411,37.86650085449219,24.56291580200196,0.65,115,Medium
201,2891,2892,2023-03-05 18:33:51.604,37.5706787109375,24.132720947265625,0.69,60,Medium
202,2901,2902,2023-03-05 20:55:29.603,37.63076019287109,24.17953109741211,0.083,8,High
203,2911,2912,2023-03-06 01:14:59.201,37.876739501953125,24.56991004943848,0.226,79,Medium
204,2921,2922,2023-03-06 01:18:04.146,37.68528747558594,24.234739303588867,0.032,4,High
205,2931,2932,2023-03-06 02:16:23.809,37.520751953125,24.095605850219727,0.898,103,Medium
206,2941,2942,2023-03-06 04:45:17.351,37.60164260864258,24.15632057189941,0.258,57,High
207,2951,2952,2023-03-06 07:48:14.296,37.73503494262695,24.32091522216797,1.283,74,Low
208,2961,2962,2023-03-06 06:23:45.035,37.19585037231445,23.928268432617188,0.182,45,High
209,2971,2972,2023-03-06 10:23:06.360,37.54156494140625,24.11124420166016,0.797,46,Medium
210,2981,2982,2023-03-06 11:44:52.181,37.38638305664063,24.02446746826172,3.743,1041,Very Low
211,2991,2992,2023-03-06 12:21:15.756,37.18777847290039,23.92328453063965,0.696,64,Medium
212,3011,3012,2023-03-06 20:58:29.733,38.16438674926758,25.828144073486328,0.454,98,Medium
213,3021,3022,2023-03-06 19:41:37.833,37.64468765258789,25.891063690185547,1.705,26,Low
214,3031,3032,2023-03-07 00:54:43.139,38.15373229980469,25.84491920471192,0.771,151,Low
215,3041,3042,2023-03-06 23:08:28.069,37.46610641479492,25.901973724365234,1.134,209,Low
216,3051,3052,2023-03-06 23:24:18.191,36.976661682128906,26.196462631225582,1.065,163,Low
217,3061,3062,2023-03-07 03:05:05.626,37.46610641479492,25.901973724365234,0.459,6,High
218,3071,3072,2023-03-07 05:18:07.719,37.49411392211914,25.882762908935547,2.547,422,Very Low
219,3081,3082,2023-03-07 05:48:32.277,37.09523010253906,26.132612228393555,2.419,159,Very Low
220,3091,3092,2023-03-07 08:55:39.416,37.4197883605957,25.93406867980957,0.956,45,Medium
221,3101,3102,2023-03-07 10:46:10.886,37.37714767456055,25.963838577270508,2.407,29,Very Low
222,3111,3112,2023-03-07 11:36:16.643,37.042518615722656,26.15958595275879,0.389,65,Medium
223,3121,3122,2023-03-07 14:38:11.024,37.33244705200195,25.99492454528809,1.094,132,Low
224,3131,3132,2023-03-07 17:00:01.063,37.35416030883789,23.94116973876953,1.315,35,Low
225,3141,3142,2023-03-07 20:11:09.684,37.544883728027344,23.81185340881348,7.194,1063,Very Low
226,3191,3192,2023-03-08 06:17:07.822,37.63169860839844,23.777812957763672,0.974,78,Medium
227,3201,3202,2023-03-08 06:20:25.900,37.24776840209961,23.898357391357425,0.22,64,Medium
228,3221,3222,2023-03-08 11:52:32.411,37.51180648803711,23.822784423828125,2.307,444,Very Low
229,3231,3232,2023-03-08 12:48:44.078,37.33050155639648,23.98054313659668,0.864,9,Medium
230,3241,3242,2023-03-08 14:14:59.748,37.22509765625,23.8759708404541,1.756,207,Low
231,3251,3252,2023-03-08 16:08:35.297,37.21327590942383,23.86425399780273,0.533,72,Medium
232,3261,3262,2023-03-08 19:45:46.029,37.51180648803711,23.822784423828125,3.066,38,Very Low
233,3301,3302,2023-03-09 15:46:15.526,37.209320068359375,24.2031307220459,0.515,120,Low
234,3311,3312,2023-03-09 16:21:05.097,37.08591842651367,23.976394653320312,0.407,79,Medium
235,3331,3332,2023-03-09 20:20:21.659,37.08591842651367,23.976394653320312,0.102,36,High
236,3341,3342,2023-03-09 22:21:26.686,37.08591842651367,23.976394653320312,0.419,101,Medium
